,title,publisher,release_date,Platform,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Released on PS2
15842,Junior Classic Games,Take-Two Interactive,2009-11-03,DS,Misc,0.26,0.09,0.0,0.03,0.39,False
15843,The Cat in the Hat,Jack of All Games,2005-04-26,GBA,Platform,0.27,0.1,0.0,0.01,0.38,False
15844,Raving Rabbids: Travel in Time 3D,Ubisoft,2011-04-10,3DS,Platform,0.11,0.23,0.0,0.04,0.38,False
15851,Jam Sessions: Sing and Play Guitar (US sales),Ubisoft,2007-09-11,DS,Misc,0.38,0.0,0.0,0.0,0.38,False
15852,Mobile Suit Gundam: Giren no Yabou Zeon Dokuritsu Sensouden,Bandai,2002-05-02,PS2,Strategy,0.0,0.0,0.38,0.0,0.38,True
15853,Ice Age,Ubisoft,2002-03-18,GBA,Action,0.27,0.1,0.0,0.01,0.38,False
15854,Naruto Shippuden: Ultimate Ninja Heroes 3,Namco Bandai,2010-05-11,PSP,Fighting,0.13,0.04,0.19,0.03,0.38,False
15855,Just Dance 4,Ubisoft,2012-11-18,Wii,Misc,4.14,2.21,0.0,0.56,6.91,False
15856,Just Dance 4,Ubisoft,2012-11-18,X360,Misc,0.9,0.2,0.0,0.08,1.19,False
15857,Just Dance 4,Ubisoft,2012-11-18,PS3,Misc,0.26,0.12,0.0,0.06,0.44,False
15858,Just Dance 4,Ubisoft,2012-11-18,WiiU,Misc,0.22,0.14,0.0,0.03,0.39,False
15864,Headhunter,Sega,2002-05-09,PS2,Action,0.19,0.15,0.0,0.05,0.38,True
15866,Shin Megami Tensei: Devil Summoner,Atlus,1995-12-25,SAT,Role-Playing,0.0,0.0,0.38,0.0,0.38,False
15867,Brunswick Pro Bowling,Crave Entertainment,2007-08-21,X360,Sports,0.38,0.04,0.0,0.03,0.45,False
15868,Brunswick Pro Bowling,Crave Entertainment,2007-08-21,PS2,Sports,0.2,0.15,0.0,0.05,0.4,True
15869,Brunswick Pro Bowling,Crave Entertainment,2007-08-21,Wii,Sports,0.36,0.01,0.0,0.03,0.39,False
15870,Brunswick Pro Bowling,Crave Entertainment,2007-08-21,PSP,Sports,0.19,0.0,0.0,0.02,0.21,False
15871,Brunswick Pro Bowling,Crave Entertainment,2007-08-21,PS3,Sports,0.1,0.06,0.0,0.03,0.19,False
15872,Brunswick Pro Bowling,Crave Entertainment,2007-08-21,3DS,Sports,0.11,0.0,0.0,0.01,0.12,False
15882,Ghost Trick: Phantom Detective,Capcom,2011-01-11,DS,Adventure,0.2,0.08,0.12,0.03,0.42,False
15883,Ninja: Shadow of Darkness,Eidos Interactive,1998-09-30,PS,Action,0.21,0.14,0.0,0.02,0.38,False
15884,SD Gundam G Generation-F,Bandai,2000-08-03,PS,Strategy,0.0,0.0,0.36,0.02,0.38,False
15885,Bratz: Rock Angelz,THQ,2005-10-06,GBA,Misc,0.39,0.14,0.0,0.01,0.54,False
15886,Bratz: Rock Angelz,THQ,2005-10-06,PS2,Misc,0.19,0.15,0.0,0.05,0.38,True
15887,Bratz: Rock Angelz,THQ,2005-10-06,GC,Misc,0.16,0.04,0.0,0.01,0.2,False
15888,FlatOut,Empire Interactive,2005-07-12,PS2,Racing,0.19,0.15,0.0,0.05,0.38,True
15889,FlatOut,Empire Interactive,2005-07-12,XB,Racing,0.12,0.04,0.0,0.01,0.17,False
15890,Ice Age: Dawn of the Dinosaurs,Activision,2009-06-30,DS,Action,0.2,0.15,0.0,0.04,0.39,False
15891,Ice Age: Dawn of the Dinosaurs,Activision,2009-06-30,Wii,Action,0.11,0.14,0.0,0.03,0.28,False
15892,Ice Age: Dawn of the Dinosaurs,Activision,2009-06-30,PS3,Action,0.13,0.04,0.0,0.02,0.19,False
15893,Ice Age: Dawn of the Dinosaurs,Activision,2009-06-30,PS2,Action,0.08,0.07,0.0,0.02,0.17,True
15894,Ice Age: Dawn of the Dinosaurs,Activision,2009-06-30,X360,Action,0.09,0.03,0.0,0.01,0.13,False
15895,Ice Age: Dawn of the Dinosaurs,Activision,2009-06-30,PC,Action,0.02,0.0,0.0,0.0,0.02,False
15909,Sesame Street: Elmo's A-to-Zoo Adventure,Warner Bros. Interactive,2010-10-20,Wii,Misc,0.37,0.0,0.0,0.02,0.39,False
15910,Sesame Street: Elmo's A-to-Zoo Adventure,Warner Bros. Interactive,2010-10-20,DS,Misc,0.27,0.0,0.0,0.02,0.28,False
15911,Sesame Street: Elmo's A-to-Zoo Adventure,Warner Bros. Interactive,2010-10-20,PC,Misc,0.04,0.0,0.0,0.0,0.05,False
15920,Risk: Global Domination,Atari,2003-11-05,PS2,Strategy,0.19,0.15,0.0,0.05,0.38,True
15922,Tamagotchi Connection: Corner Shop 3,Namco Bandai,2008-06-17,DS,Simulation,0.07,0.0,0.31,0.01,0.38,False
15924,Mobile Suit Gundam version 2.0,Bandai,1996-03-29,PS,Action,0.0,0.0,0.36,0.02,0.38,False
15925,Grandia Xtreme,Enix,2002-09-30,PS2,Role-Playing,0.07,0.05,0.25,0.02,0.38,True
15926,Virtua Tennis 2009,Sega,2009-06-09,PS3,Sports,0.09,0.23,0.0,0.07,0.38,False
15927,Virtua Tennis 2009,Sega,2009-06-09,Wii,Sports,0.13,0.21,0.0,0.04,0.38,False
15928,Virtua Tennis 2009,Sega,2009-06-09,X360,Sports,0.12,0.18,0.0,0.03,0.33,False
15929,Silent Scope,Konami,2000-10-23,PS2,Shooter,0.19,0.15,0.0,0.05,0.38,True
15930,Silent Scope,Konami,2000-10-23,GBA,Shooter,0.02,0.01,0.0,0.0,0.03,False
15932,Ennichi no Tatsujin,Namco Bandai,2006-12-02,Wii,Misc,0.0,0.0,0.1,0.0,0.1,False
15933,Final Fantasy Adventure,Square,1991-11-01,GB,Role-Playing,0.0,0.0,0.38,0.0,0.38,False
15955,Tokimeki Memorial: Forever with You,Konami,1996-07-19,PS,Simulation,0.0,0.0,0.55,0.04,0.58,False
15956,Tokimeki Memorial: Forever with You,Konami,1996-07-19,SAT,Simulation,0.0,0.0,0.38,0.0,0.38,False
15958,Hunter: The Reckoning,Interplay,2002-05-21,XB,Action,0.28,0.08,0.0,0.01,0.38,False
15959,Hunter: The Reckoning,Interplay,2002-05-21,GC,Action,0.08,0.02,0.0,0.0,0.1,False
15967,Rogue Trip: Vacation 2012,GT Interactive,1998-09-30,PS,Racing,0.21,0.14,0.0,0.02,0.38,False
15968,Dai-4-Ji Super Robot Taisen,Banpresto,1995-03-17,SNES,Strategy,0.0,0.0,0.38,0.0,0.38,False
15976,Cabela's Dangerous Hunts 2009,Activision,2008-09-23,Wii,Sports,0.36,0.0,0.0,0.03,0.38,False
15977,Cabela's Dangerous Hunts 2009,Activision,2008-09-23,PS2,Sports,0.09,0.07,0.0,0.02,0.18,True
15978,Cabela's Dangerous Hunts 2009,Activision,2008-09-23,X360,Sports,0.12,0.0,0.0,0.01,0.13,False
15979,Cabela's Dangerous Hunts 2009,Activision,2008-09-23,PS3,Sports,0.12,0.0,0.0,0.01,0.13,False
15980,Scribblenauts: Unlimited,Warner Bros. Interactive Entertainment,2012-11-18,3DS,Action,0.55,0.01,0.0,0.04,0.6,False
15981,Scribblenauts: Unlimited,Warner Bros. Interactive Entertainment,2012-11-18,WiiU,Action,0.26,0.09,0.0,0.03,0.38,False
15982,Pro Evolution Soccer 2011 3D,Konami,2011-03-25,3DS,Sports,0.11,0.13,0.11,0.02,0.38,False
15983,Persona 4: Dancing All Night,Atlus,2015-09-29,PSV,Misc,0.13,0.1,0.15,0.07,0.46,False
15985,NBA 2K7,2K Sports,2006-11-13,PS2,Sports,0.65,0.02,0.0,0.11,0.78,True
15986,NBA 2K7,2K Sports,2006-11-13,X360,Sports,0.53,0.0,0.0,0.04,0.58,False
15987,NBA 2K7,2K Sports,2006-11-13,PS3,Sports,0.3,0.04,0.0,0.04,0.38,False
15988,NBA 2K7,2K Sports,2006-11-13,XB,Sports,0.02,0.01,0.0,0.0,0.03,False
15991,The Dog Island,Ubisoft,2008-05-06,Wii,Adventure,0.35,0.01,0.0,0.03,0.39,False
15992,The Dog Island,Ubisoft,2008-05-06,PS2,Adventure,0.13,0.1,0.0,0.03,0.27,True
16000,Moto Racer World Tour,Infogrames,2000-11-06,PS,Racing,0.21,0.14,0.0,0.02,0.38,False
16001,Hatsune Miku: Project Mirai DX,Sega,2015-09-08,3DS,Misc,0.15,0.04,0.1,0.02,0.31,False
16002,NCAA Final Four 2000,989 Sports,1999-10-31,PS,Sports,0.21,0.14,0.0,0.02,0.38,False
16021,Hangman,Atari,1978-01-01,2600,Puzzle,0.35,0.02,0.0,0.0,0.38,False
16022,Petz Rescue: Wildlife Vet,Ubisoft,2008-10-28,DS,Simulation,0.35,0.0,0.0,0.03,0.38,False
16023,Petz Rescue: Wildlife Vet,Ubisoft,2008-10-28,Wii,Simulation,0.21,0.0,0.0,0.02,0.23,False
16024,Paws & Claws: Pampered Pets,THQ,2009-01-05,DS,Simulation,0.35,0.0,0.0,0.03,0.37,False
16030,Imagine: Party Babyz,Ubisoft,2008-11-11,Wii,Simulation,0.34,0.02,0.0,0.03,0.39,False
16031,Gravitar,Atari,1983-01-01,2600,Action,0.35,0.02,0.0,0.0,0.38,False
16035,Dance Dance Revolution Ultramix 3,Konami,2005-11-15,XB,Simulation,0.28,0.08,0.0,0.01,0.38,False
16046,Peppa Pig: The Game,Pinnacle,2009-12-04,DS,Misc,0.0,0.82,0.0,0.06,0.88,False
16047,Peppa Pig: The Game,Pinnacle,2009-12-04,Wii,Misc,0.0,0.35,0.0,0.03,0.38,False
16052,Puppy Palace,Ubisoft,2008-02-05,DS,Simulation,0.35,0.0,0.0,0.03,0.37,False
16077,Petz Rescue: Ocean Patrol,Ubisoft,2008-10-28,DS,Adventure,0.35,0.0,0.0,0.03,0.37,False
16078,Solaris,Atari,1986-07-13,2600,Shooter,0.35,0.02,0.0,0.0,0.37,False
16079,Life is Strange,Square Enix,2016-01-19,PS4,Adventure,0.14,0.15,0.03,0.06,0.37,False
16080,Life is Strange,Square Enix,2016-01-19,XOne,Adventure,0.08,0.02,0.0,0.01,0.11,False
16081,Life is Strange,Square Enix,2016-01-19,PC,Adventure,0.01,0.03,0.0,0.0,0.04,False
16082,NBA 2K10,2K Sports,2009-11-09,X360,Sports,0.88,0.02,0.0,0.08,0.97,False
16083,NBA 2K10,2K Sports,2009-11-09,PS3,Sports,0.75,0.01,0.01,0.07,0.84,False
16084,NBA 2K10,2K Sports,2009-11-09,PS2,Sports,0.33,0.01,0.0,0.05,0.4,True
16085,NBA 2K10,2K Sports,2009-11-09,Wii,Sports,0.36,0.0,0.0,0.03,0.39,False
16086,NBA 2K10,2K Sports,2009-11-09,PSP,Sports,0.3,0.0,0.0,0.03,0.32,False
16088,EA Sports MMA,EA Sports,2010-10-19,PS3,Fighting,0.16,0.15,0.01,0.06,0.38,False
16089,EA Sports MMA,EA Sports,2010-10-19,X360,Fighting,0.23,0.1,0.0,0.03,0.36,False
16090,Tobal 2,Square,1997-04-25,PS,Fighting,0.0,0.0,0.35,0.02,0.37,False
16091,Warriors Orochi 2,Tecmo Koei,2012-03-20,PSP,Action,0.06,0.0,0.22,0.01,0.29,False
16092,Warriors Orochi 2,Tecmo Koei,2012-03-20,PS2,Action,0.06,0.05,0.0,0.02,0.13,True
16093,Warriors Orochi 2,Tecmo Koei,2012-03-20,X360,Action,0.04,0.0,0.01,0.0,0.06,False
16098,Ultimate Spider-Man,Activision,2005-09-21,PS2,Action,0.6,0.02,0.0,0.1,0.72,True
16099,Ultimate Spider-Man,Activision,2005-09-21,XB,Action,0.26,0.11,0.0,0.02,0.39,False
16100,Ultimate Spider-Man,Activision,2005-09-21,GC,Action,0.29,0.07,0.0,0.01,0.37,False
16101,Ultimate Spider-Man,Activision,2005-09-21,GBA,Action,0.22,0.08,0.0,0.01,0.3,False
16102,Ultimate Spider-Man,Activision,2005-09-21,DS,Action,0.14,0.0,0.0,0.01,0.16,False
16103,Major League Baseball 2K6,2K Sports,2006-04-10,PS2,Sports,0.37,0.01,0.0,0.06,0.44,True
16104,Major League Baseball 2K6,2K Sports,2006-04-10,X360,Sports,0.34,0.0,0.0,0.03,0.37,False
16105,Major League Baseball 2K6,2K Sports,2006-04-10,XB,Sports,0.24,0.07,0.0,0.01,0.33,False
16106,Major League Baseball 2K6,2K Sports,2006-04-10,GC,Sports,0.13,0.03,0.0,0.0,0.17,False
16107,Major League Baseball 2K6,2K Sports,2006-04-10,PSP,Sports,0.11,0.0,0.0,0.01,0.12,False
16108,NBA Inside Drive 2002,Microsoft,2002-01-21,XB,Sports,0.28,0.08,0.0,0.01,0.37,False
16115,Minecraft,Nintendo,2017-11-10,X360,Misc,5.58,2.83,0.02,0.77,9.2,False
16116,Minecraft,Nintendo,2017-11-10,PS3,Misc,1.97,2.51,0.0,0.94,5.42,False
16117,Minecraft,Nintendo,2017-11-10,PS4,Misc,1.38,1.87,0.12,0.65,4.02,False
16118,Minecraft,Nintendo,2017-11-10,XOne,Misc,1.43,0.76,0.0,0.22,2.41,False
16119,Minecraft,Nintendo,2017-11-10,PSV,Misc,0.28,0.79,0.87,0.32,2.25,False
16120,Minecraft,Nintendo,2017-11-10,WiiU,Misc,0.18,0.09,0.14,0.03,0.43,False
16126,ZhuZhu Pets: Featuring The Wild Bunch,Activision,2010-10-19,Wii,Simulation,0.32,0.03,0.0,0.03,0.38,False
16128,Cabela's Big Game Hunter 2012,Activision,2011-09-27,Wii,Sports,0.34,0.02,0.0,0.02,0.38,False
16129,Cabela's Big Game Hunter 2012,Activision,2011-09-27,X360,Sports,0.24,0.02,0.0,0.02,0.28,False
16130,Cabela's Big Game Hunter 2012,Activision,2011-09-27,PS3,Sports,0.17,0.03,0.0,0.03,0.23,False
16131,Go Vacation,Nintendo,2018-07-27,Wii,Misc,0.48,0.68,0.33,0.16,1.65,False
16132,Kingdom Under Fire: Circle of Doom,Microsoft,2008-01-08,X360,Role-Playing,0.18,0.12,0.04,0.04,0.37,False
16133,"Monsters, Inc. Scream Arena",THQ,2002-09-14,GC,Platform,0.29,0.07,0.0,0.01,0.37,False
16134,Reel Fishing III,Natsume,2003-09-11,PS2,Sports,0.18,0.14,0.0,0.05,0.37,True
16135,Quake 4,Activision,2005-11-18,X360,Shooter,0.32,0.03,0.0,0.03,0.38,False
16136,Quake 4,Activision,2005-11-18,PC,Shooter,0.0,0.02,0.0,0.0,0.02,False
16137,Guitar Hero On Tour: Modern Hits,Activision,2009-06-09,DS,Misc,0.13,0.2,0.0,0.04,0.38,False
16142,Cabela's Deer Hunt 2005 Season,Activision,2004-08-26,PS2,Sports,0.18,0.14,0.0,0.05,0.37,True
16143,Cabela's Deer Hunt 2005 Season,Activision,2004-08-26,XB,Sports,0.09,0.02,0.0,0.0,0.11,False
16145,Skate,Electronic Arts,2007-09-24,X360,Sports,0.62,0.04,0.0,0.06,0.72,False
16146,Skate,Electronic Arts,2007-09-24,PS3,Sports,0.29,0.05,0.0,0.04,0.38,False
16150,High Heat Major League Baseball 2003,3DO,2002-02-09,PS2,Sports,0.18,0.14,0.0,0.05,0.37,True
16151,Super Formation Soccer 94,Human Entertainment,1994-06-17,SNES,Sports,0.0,0.0,0.37,0.0,0.37,False
16152,Rec Room Games,Destineer,2009-12-01,Wii,Sports,0.35,0.0,0.0,0.02,0.37,False
16153,Rec Room Games,Destineer,2009-12-01,DS,Sports,0.07,0.0,0.0,0.0,0.07,False
16161,Panzer Dragoon,Sega,1995-05-11,SAT,Shooter,0.0,0.0,0.37,0.0,0.37,False
16181,Imagine: Salon Stylist,Ubisoft,2009-09-29,DS,Simulation,0.24,0.11,0.0,0.04,0.38,False
16182,Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,ChunSoft,2000-09-27,N64,Role-Playing,0.0,0.0,0.32,0.05,0.37,False
16183,Naruto: Ultimate Ninja Heroes,Namco Bandai,2007-08-28,PSP,Fighting,0.26,0.0,0.0,0.0,0.26,False
16184,Phantasy Star Portable 2: Infinity,Sega,2011-02-24,PSP,Role-Playing,0.0,0.0,0.37,0.0,0.37,False
16185,Scooby-Doo! Classic Creep Capers,THQ,2000-12-04,N64,Action,0.3,0.06,0.0,0.0,0.37,False
16186,SD Gundam G Generation Wars,Bandai Namco Games,2009-08-06,PS2,Strategy,0.0,0.0,0.31,0.0,0.31,True
16187,SD Gundam G Generation Wars,Bandai Namco Games,2009-08-06,Wii,Strategy,0.0,0.0,0.06,0.0,0.06,False
16188,Shovel Knight,Yacht Club Games,2019-04-09,3DS,Platform,0.07,0.04,0.01,0.01,0.13,False
16189,Shovel Knight,Yacht Club Games,2019-04-09,WiiU,Platform,0.06,0.04,0.0,0.01,0.11,False
16190,Shovel Knight,Yacht Club Games,2019-04-09,PS4,Platform,0.03,0.03,0.0,0.01,0.08,False
16192,The World Ends With You,Square Enix,2008-04-21,DS,Role-Playing,0.54,0.06,0.21,0.05,0.86,False
16193,Turok: Rage Wars,Acclaim Entertainment,1999-11-23,N64,Shooter,0.3,0.06,0.0,0.0,0.37,False
16194,Dragonfire,Imagic,1982-01-01,2600,Action,0.35,0.02,0.0,0.0,0.37,False
16195,Custom Robo,Nintendo,2004-05-10,GC,Role-Playing,0.29,0.07,0.0,0.01,0.37,False
16196,Custom Robo,Nintendo,2004-05-10,N64,Role-Playing,0.0,0.0,0.29,0.04,0.33,False
16200,Juiced 2: Hot Import Nights,THQ,2007-10-08,X360,Racing,0.22,0.34,0.0,0.07,0.63,False
16201,Juiced 2: Hot Import Nights,THQ,2007-10-08,PS2,Racing,0.19,0.15,0.01,0.05,0.39,True
16202,Juiced 2: Hot Import Nights,THQ,2007-10-08,PSP,Racing,0.06,0.2,0.0,0.11,0.37,False
16203,Juiced 2: Hot Import Nights,THQ,2007-10-08,PS3,Racing,0.18,0.04,0.01,0.03,0.26,False
16204,Juiced 2: Hot Import Nights,THQ,2007-10-08,DS,Racing,0.22,0.0,0.0,0.02,0.24,False
16205,Juiced 2: Hot Import Nights,THQ,2007-10-08,PC,Racing,0.0,0.01,0.0,0.0,0.01,False
16207,Defiance,Trion Worlds,2013-04-02,X360,Shooter,0.38,0.15,0.0,0.04,0.57,False
16208,Defiance,Trion Worlds,2013-04-02,PS3,Shooter,0.19,0.11,0.0,0.05,0.36,False
16209,Defiance,Trion Worlds,2013-04-02,PC,Shooter,0.14,0.04,0.0,0.02,0.21,False
16221,Pac-Man World 2,Namco,2002-03-19,PS2,Action,1.26,0.05,0.0,0.21,1.51,True
16222,Pac-Man World 2,Namco,2002-03-19,XB,Action,0.36,0.11,0.0,0.02,0.49,False
16223,Pac-Man World 2,Namco,2002-03-19,GC,Action,0.28,0.07,0.0,0.01,0.37,False
16224,Pac-Man World 2,Namco,2002-03-19,GBA,Action,0.08,0.03,0.0,0.0,0.11,False
16225,Kotoba no Puzzle: Mojipittan DS,Namco Bandai,2007-03-15,DS,Puzzle,0.0,0.0,0.37,0.0,0.37,False
16234,Overlord: Dark Legend,Codemasters,2009-06-23,Wii,Action,0.12,0.22,0.0,0.04,0.38,False
16236,Hell's Kitchen: The Game,Ubisoft,2008-09-09,DS,Simulation,0.34,0.01,0.0,0.03,0.37,False
16237,Hell's Kitchen: The Game,Ubisoft,2008-09-09,Wii,Simulation,0.3,0.0,0.0,0.03,0.33,False
16243,Barbie Horse Adventures: Blue Ribbon Race,Knowledge Adventure,2003-09-17,GBA,Sports,0.26,0.1,0.0,0.01,0.37,False
16244,The Legend of Spyro: A New Beginning,Sierra Entertainment,2006-10-17,DS,Platform,0.34,0.01,0.0,0.03,0.38,False
16245,The Legend of Spyro: A New Beginning,Sierra Entertainment,2006-10-17,GC,Platform,0.15,0.04,0.0,0.01,0.19,False
16246,Rune Factory: Frontier,Xseed Games,2009-03-17,Wii,Role-Playing,0.18,0.14,0.04,0.04,0.39,False
16247,Dawn of Discovery,Ubisoft,2009-06-25,PC,Simulation,0.0,0.32,0.0,0.07,0.39,False
16248,Dawn of Discovery,Ubisoft,2009-06-25,Wii,Simulation,0.13,0.06,0.0,0.02,0.21,False
16249,Dawn of Discovery,Ubisoft,2009-06-25,DS,Simulation,0.07,0.03,0.0,0.01,0.12,False
16250,Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,Square Enix,2003-11-14,GBA,Adventure,0.0,0.0,0.36,0.01,0.37,False
16265,NFL Street 2 Unleashed,Electronic Arts,2005-03-21,PSP,Sports,0.34,0.0,0.0,0.03,0.37,False
16266,Super Robot Taisen EX,Banpresto,1994-03-25,SNES,Strategy,0.0,0.0,0.37,0.0,0.37,False
16280,Fragile Dreams: Farewell Ruins of the Moon,Xseed Games,2010-03-16,Wii,Role-Playing,0.17,0.12,0.06,0.03,0.38,False
16281,Naruto Shippuden: Ninja Destiny 2,Tomy Corporation,2009-09-15,DS,Fighting,0.19,0.03,0.13,0.02,0.37,False
16282,The House of the Dead: Overkill - Extended Cut,Sega,2011-10-25,PS3,Shooter,0.15,0.17,0.0,0.06,0.38,False
16283,Bottom of the 9th,Konami,1999-04-14,N64,Sports,0.37,0.0,0.0,0.0,0.37,False
16284,Bottom of the 9th,Konami,1999-04-14,PS,Sports,0.08,0.05,0.0,0.01,0.14,False
16289,Shin Megami Tensei II,Atlus,1994-04-18,SNES,Role-Playing,0.0,0.0,0.37,0.0,0.37,False
16293,Wanted: Weapons of Fate,Warner Bros. Interactive,2009-03-24,X360,Shooter,0.17,0.15,0.0,0.04,0.37,False
16294,Wanted: Weapons of Fate,Warner Bros. Interactive,2009-03-24,PS3,Shooter,0.14,0.1,0.01,0.05,0.3,False
16295,Virtua Fighter 3tb,Sega,1999-10-18,DC,Fighting,0.0,0.0,0.37,0.0,0.37,False
16297,Mini-Yonku GB: Let's & Go!!,ASCII Entertainment,1997-05-23,GB,Strategy,0.0,0.0,0.37,0.0,0.37,False
16304,Castlevania: Order of Ecclesia,Konami,2008-10-21,DS,Platform,0.31,0.03,0.04,0.03,0.41,False
16308,"999: Nine Hours, Nine Persons, Nine Doors",Aksys Games,2010-11-16,DS,Adventure,0.37,0.0,0.03,0.03,0.43,False
16318,SAW,Konami,2009-10-06,PS3,Action,0.13,0.17,0.0,0.07,0.37,False
16319,SAW,Konami,2009-10-06,X360,Action,0.13,0.12,0.0,0.03,0.29,False
16320,SAW,Konami,2009-10-06,PC,Action,0.0,0.02,0.0,0.0,0.02,False
16328,Medieval II: Total War Gold Edition,Sega,2008-02-05,PC,Strategy,0.0,0.33,0.0,0.03,0.37,False
16329,ESPN: Sports Connection,Ubisoft,2012-11-18,WiiU,Sports,0.21,0.12,0.0,0.04,0.37,False
16330,Zero4 Champ RR,Media Rings,1994-07-22,SNES,Sports,0.0,0.0,0.36,0.0,0.36,False
16331,Build-A-Bear Workshop: A Friend Fur All Seasons,Game Factory,2008-10-21,Wii,Simulation,0.34,0.0,0.0,0.03,0.37,False
16332,Dragon Ball Z: Infinite World,Atari,2008-11-04,PS2,Fighting,0.08,0.06,0.21,0.02,0.36,True
16340,Nonomura Byoin no Hitobito,Elf,1996-04-26,SAT,Adventure,0.0,0.0,0.36,0.0,0.36,False
16341,ESPN X Games Skateboarding,Konami,2001-08-13,PS2,Sports,0.18,0.14,0.0,0.05,0.36,True
16342,ESPN X Games Skateboarding,Konami,2001-08-13,GBA,Sports,0.13,0.05,0.0,0.0,0.18,False
16352,Super Fire ProWrestling Special,Human Entertainment,1994-12-22,SNES,Fighting,0.0,0.0,0.36,0.0,0.36,False
16354,Yuu Yuu Hakusho,Namco,1993-12-22,SNES,Fighting,0.0,0.0,0.36,0.0,0.36,False
16359,Kamaitachi no Yoru 2,ChunSoft,2002-07-18,PS2,Adventure,0.0,0.0,0.36,0.0,0.36,True
16360,High Heat Major League Baseball 2004,3DO,2003-02-20,PS2,Sports,0.18,0.14,0.0,0.05,0.36,True
16361,High Heat Major League Baseball 2004,3DO,2003-02-20,XB,Sports,0.06,0.02,0.0,0.0,0.08,False
16362,Robots,VU Games,2005-02-24,PS2,Action,0.18,0.14,0.0,0.05,0.36,True
16363,Robots,VU Games,2005-02-24,GC,Action,0.12,0.03,0.0,0.0,0.16,False
16364,Robots,VU Games,2005-02-24,DS,Action,0.12,0.01,0.0,0.01,0.14,False
16365,Robots,VU Games,2005-02-24,XB,Action,0.07,0.02,0.0,0.0,0.09,False
16366,NARC,Midway Games,2005-03-22,PS2,Shooter,0.18,0.14,0.0,0.05,0.36,True
16367,NARC,Midway Games,2005-03-22,XB,Shooter,0.14,0.04,0.0,0.01,0.18,False
16368,One Piece: Gigant Battle!,Namco Bandai,2010-09-09,DS,Fighting,0.0,0.0,0.36,0.0,0.36,False
16370,My Horse & Me,Atari,2008-02-05,DS,Sports,0.33,0.0,0.0,0.03,0.36,False
16371,My Horse & Me,Atari,2008-02-05,Wii,Sports,0.27,0.02,0.0,0.03,0.32,False
16372,Monster Rancher 3,Tecmo,2001-09-24,PS2,Simulation,0.11,0.09,0.14,0.03,0.36,True
16379,MechWarrior 2: 31st Century Combat,Activision,1997-02-28,PS,Simulation,0.2,0.14,0.0,0.02,0.36,False
16389,Hamtaro: Ham-Ham Heartbreak,Nintendo,2003-04-08,GBA,Action,0.26,0.1,0.0,0.01,0.36,False
16390,Left 4 Dead 2,Valve,2009-11-17,X360,Shooter,2.67,0.89,0.05,0.37,3.99,False
16391,Left 4 Dead 2,Valve,2009-11-17,PC,Shooter,0.0,0.32,0.0,0.04,0.37,False
16401,Mobile Suit Z-Gundam,Bandai,1997-12-11,PS,Action,0.0,0.0,0.34,0.02,0.36,False
16402,Cubix Robots for Everyone: Clash 'n' Bash,10TACLE Studios,2002-06-24,GBA,Action,0.26,0.1,0.0,0.01,0.36,False
16407,The Wonderful 101,Nintendo,2013-09-15,WiiU,Action,0.2,0.1,0.08,0.03,0.41,False
16410,Kirby's Dream Land 3,Nintendo,1997-11-27,SNES,Platform,0.0,0.0,0.36,0.0,0.36,False
16411,Big Bass World Championship,Hot-B,1997-03-27,PS,Sports,0.2,0.14,0.0,0.02,0.36,False
16419,Jurassic Park,Ocean,1993-06-01,NES,Action,0.25,0.1,0.0,0.01,0.36,False
16420,Mystical Ninja starring Goemon,Konami,1998-04-16,N64,Action,0.07,0.02,0.23,0.04,0.36,False
16421,Saban's Power Rangers: Lightspeed Rescue,THQ,2000-09-28,N64,Action,0.29,0.06,0.0,0.0,0.36,False
16422,Saban's Power Rangers: Lightspeed Rescue,THQ,2000-09-28,PS,Action,0.19,0.13,0.0,0.02,0.35,False
16423,Tetrisphere,Nintendo,1997-08-11,N64,Puzzle,0.29,0.06,0.0,0.0,0.36,False
16431,Assassin's Creed III,Ubisoft,2012-11-18,PS3,Action,2.64,2.56,0.16,1.14,6.5,False
16432,Assassin's Creed III,Ubisoft,2012-11-18,X360,Action,3.13,1.71,0.03,0.44,5.3,False
16433,Assassin's Creed III,Ubisoft,2012-11-18,PC,Action,0.28,0.53,0.0,0.13,0.94,False
16434,Assassin's Creed III,Ubisoft,2012-11-18,WiiU,Action,0.19,0.13,0.0,0.03,0.36,False
16435,North American Hunting Extravaganza,Destineer,2008-10-15,Wii,Sports,0.33,0.0,0.0,0.03,0.36,False
16436,World's Scariest Police Chases,Activision,2001-05-21,PS,Racing,0.2,0.14,0.0,0.02,0.36,False
16437,Shaun Palmer's Pro Snowboarder,Activision,2001-11-27,PS2,Sports,0.36,0.28,0.0,0.09,0.73,True
16438,Shaun Palmer's Pro Snowboarder,Activision,2001-11-27,GBA,Sports,0.26,0.1,0.0,0.01,0.36,False
16444,MechAssault 2: Lone Wolf,Microsoft Game Studios,2004-12-28,XB,Simulation,0.27,0.08,0.0,0.01,0.36,False
16446,Hamster Club 3,Jorudan,2002-03-29,GBA,Simulation,0.0,0.0,0.35,0.01,0.36,False
