,title,publisher,release_date,Platform,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Released on PS2
3889,Vietcong,Gathering of Developers,2003-03-26,PC,Shooter,0.0,0.02,0.0,0.0,0.02,False
3890,Viva Pinata,Microsoft Game Studios,2006-11-09,X360,Simulation,0.45,0.96,0.02,0.2,1.63,False
3891,Viva Pinata,Microsoft Game Studios,2007-11-06,X360,Simulation,0.45,0.96,0.02,0.2,1.63,False
3892,Viva Pinata,Microsoft Game Studios,2009-08-11,X360,Simulation,0.45,0.96,0.02,0.2,1.63,False
3893,WCW/NWO Thunder,THQ,1998-12-31,PS,Fighting,1.1,0.48,0.04,0.07,1.69,False
3894,Wet,Bethesda Softworks,2009-09-15,PS3,Shooter,0.22,0.27,0.01,0.11,0.63,False
3895,WipEout,Psygnosis,1995-11-21,PS,Action,0.26,0.18,0.0,0.03,0.47,False
3896,WipEout,Soft Bank,1996-01-01,PS,Action,0.26,0.18,0.0,0.03,0.47,False
3897,WipEout,Psygnosis,1995-11-01,PS,Action,0.26,0.18,0.0,0.03,0.47,False
3899,WWF WrestleMania 2000,THQ,1999-10-31,N64,Fighting,1.2,0.25,0.02,0.02,1.48,False
3900,WWF WrestleMania 2000,THQ,1999-01-01,N64,Fighting,1.2,0.25,0.02,0.02,1.48,False
3901,Xenosaga Episode I: Der Wille zur Macht,Namco,2003-02-26,PS2,Role-Playing,0.63,0.49,0.45,0.17,1.74,True
3902,Gauntlet,Mindscape,1988-01-01,2600,Action,0.46,0.03,0.0,0.01,0.5,False
3903,Gauntlet,Answer Software,1983-01-01,2600,Action,0.46,0.03,0.0,0.01,0.5,False
3904,Gauntlet,Tengen,1987-01-01,2600,Action,0.46,0.03,0.0,0.01,0.5,False
3905,Gauntlet,Midway Games,2005-11-22,2600,Action,0.46,0.03,0.0,0.01,0.5,False
3906,Gauntlet,U.S. Gold,1990-01-01,2600,Action,0.46,0.03,0.0,0.01,0.5,False
3907,Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),Konami,2007-02-06,X360,Sports,0.08,0.9,0.02,0.0,1.0,False
3908,Road & Track Presents: The Need for Speed,Electronic Arts,1996-01-01,PS,Racing,0.56,0.38,0.0,0.07,1.0,False
3909,Road & Track Presents: The Need for Speed,Electronic Arts Victor,1994-01-01,PS,Racing,0.56,0.38,0.0,0.07,1.0,False
3910,Road & Track Presents: The Need for Speed,Electronic Arts,1995-08-31,PS,Racing,0.56,0.38,0.0,0.07,1.0,False
3913,NBA Live 97,EA Sports,1996-10-31,PS,Sports,0.55,0.38,0.0,0.07,1.0,False
3914,NBA Live 97,EA Sports,1996-01-01,PS,Sports,0.55,0.38,0.0,0.07,1.0,False
3915,NBA Live 97,EA Sports,1997-01-01,PS,Sports,0.55,0.38,0.0,0.07,1.0,False
3916,NBA Live 97,Electronic Arts,1996-12-31,PS,Sports,0.55,0.38,0.0,0.07,1.0,False
3917,Dynasty Warriors 3: Xtreme Legends,KOEI,2003-01-11,PS2,Action,0.13,0.1,0.74,0.03,1.0,True
3919,NCAA Football 12,EA Sports,2011-07-12,X360,Sports,0.94,0.0,0.0,0.06,0.99,False
3920,NFL Fever 2002,Microsoft,2001-11-14,XB,Sports,0.74,0.21,0.0,0.04,0.99,False
3921,Haze,Ubisoft,2008-05-20,PS3,Shooter,0.49,0.33,0.02,0.15,1.0,False
3922,Oddworld: Abe's Exoddus,GT Interactive,1998-11-17,PS,Platform,0.55,0.38,0.0,0.06,0.99,False
3923,Oddworld: Abe's Exoddus,GT Interactive,1998-11-30,PS,Platform,0.55,0.38,0.0,0.06,0.99,False
3925,Oddworld: Abe's Exoddus,GT Interactive,2000-01-01,PS,Platform,0.55,0.38,0.0,0.06,0.99,False
3926,Oddworld: Abe's Exoddus,Sony Computer Entertainment America,2009-10-22,PS,Platform,0.55,0.38,0.0,0.06,0.99,False
3927,Tales of Graces f,Namco Bandai,2012-03-13,PS3,Role-Playing,0.28,0.21,0.45,0.08,1.02,False
3928,DiRT 2,Codemasters,2009-09-08,PS3,Racing,0.27,0.53,0.0,0.2,1.01,False
3929,DiRT 2,Codemasters,2009-09-30,PS3,Racing,0.27,0.53,0.0,0.2,1.01,False
3930,The Bouncer,Square,2001-03-05,PS2,Action,0.3,0.23,0.38,0.08,0.99,True
3931,Apollo Justice: Ace Attorney,Capcom,2008-02-19,DS,Adventure,0.32,0.06,0.64,0.04,1.06,False
3932,Apollo Justice: Ace Attorney,Capcom,2017-11-21,DS,Adventure,0.32,0.06,0.64,0.04,1.06,False
3933,Midnight Club: LA Remix,Rockstar Games,2008-10-20,PSP,Racing,0.52,0.28,0.0,0.19,0.99,False
3934,Midnight Club: LA Remix,Rockstar Games,2009-09-24,PSP,Racing,0.52,0.28,0.0,0.19,0.99,False
3935,Puzzler Collection,Zoo Digital Publishing,2008-08-05,DS,Puzzle,0.17,0.78,0.0,0.04,1.0,False
3936,Puzzler Collection,Zoo Digital Publishing,2008-07-29,DS,Puzzle,0.17,0.78,0.0,0.04,1.0,False
3937,Puzzler Collection,Ubisoft,2008-08-01,DS,Puzzle,0.17,0.78,0.0,0.04,1.0,False
3938,Cars: Race-O-Rama,THQ,2009-10-13,Wii,Racing,0.61,0.3,0.0,0.09,0.99,False
3939,Littlest Pet Shop: Winter,Electronic Arts,2008-10-14,DS,Simulation,0.59,0.31,0.0,0.1,0.99,False
3940,Zoo Tycoon DS,THQ,2005-10-11,DS,Strategy,0.86,0.04,0.01,0.08,1.0,False
3941,Mario Party Advance,Nintendo,2005-03-28,GBA,Misc,0.5,0.19,0.28,0.02,0.98,False
3942,Disney Tangled,Disney Interactive Studios,2010-11-23,DS,Action,0.58,0.37,0.0,0.09,1.04,False
3943,Naruto: Ultimate Ninja 3,Namco Bandai,2008-03-25,PS2,Fighting,0.36,0.01,0.0,0.06,0.44,True
3944,Air-Sea Battle,Atari,1977-01-01,2600,Shooter,0.91,0.06,0.0,0.01,0.98,False
3945,Suikoden III,Konami,2002-10-24,PS2,Role-Playing,0.29,0.23,0.38,0.08,0.98,True
3946,Vanquish,Sega,2010-10-19,PS3,Shooter,0.21,0.22,0.11,0.09,0.62,False
3947,Vanquish,Sega,2017-05-25,PS3,Shooter,0.21,0.22,0.11,0.09,0.62,False
3948,Vanquish,Forst,2004-10-22,PS3,Shooter,0.21,0.22,0.11,0.09,0.62,False
3949,Vanquish,Sega,2011-05-10,PS3,Shooter,0.21,0.22,0.11,0.09,0.62,False
3950,Enslaved: Odyssey to the West,Namco Bandai Games,2010-10-05,PS3,Action,0.24,0.24,0.01,0.09,0.57,False
3951,Enslaved: Odyssey to the West,Namco Bandai,2010-10-05,PS3,Action,0.24,0.24,0.01,0.09,0.57,False
3952,Enslaved: Odyssey to the West,Bandai Namco Entertainment,2013-10-25,PS3,Action,0.24,0.24,0.01,0.09,0.57,False
3953,Band Hero,Activision,2009-11-03,Wii,Misc,0.6,0.3,0.0,0.09,0.99,False
3954,NHL 2004,EA Sports,2003-09-22,PS2,Sports,0.47,0.37,0.0,0.12,0.97,True
3955,Donkey Kong Junior,Coleco,1983-01-01,2600,Platform,0.9,0.05,0.0,0.01,0.97,False
3956,Donkey Kong Junior,Atari,1988-01-01,2600,Platform,0.9,0.05,0.0,0.01,0.97,False
3957,Donkey Kong Junior,Coleco,1983-05-01,2600,Platform,0.9,0.05,0.0,0.01,0.97,False
3958,Medal of Honor: Underground,Electronic Arts,2000-10-23,PS,Shooter,0.54,0.37,0.0,0.06,0.97,False
3959,Medal of Honor: Underground,"Destination Software, Inc",2002-12-02,PS,Shooter,0.54,0.37,0.0,0.06,0.97,False
3963,Guitar Hero: Warriors of Rock,Activision,2010-09-28,Wii,Misc,0.48,0.44,0.0,0.09,1.01,False
3965,Dance Dance Revolution 2nd ReMIX,Konami,1999-08-26,PS,Simulation,0.0,0.0,0.9,0.06,0.96,False
3966,Star Soldier,Taxan,1988-01-01,NES,Shooter,0.32,0.06,0.57,0.01,0.96,False
3967,Star Soldier,Hudson Soft,2007-07-30,NES,Shooter,0.32,0.06,0.57,0.01,0.96,False
3968,Star Soldier,Hudson Soft,2005-07-21,NES,Shooter,0.32,0.06,0.57,0.01,0.96,False
3969,PilotWings Resort,Nintendo,2011-03-27,3DS,Simulation,0.4,0.36,0.13,0.07,0.96,False
3970,NHL 2001,EA Sports,2000-10-25,PS2,Sports,0.47,0.37,0.0,0.12,0.96,True
3971,NHL 2001,EA Sports,2000-09-26,PS2,Sports,0.47,0.37,0.0,0.12,0.96,True
3972,NHL 2001,EA Sports,2000-09-28,PS2,Sports,0.47,0.37,0.0,0.12,0.96,True
3973,My Weight Loss Coach,Ubisoft,2008-06-24,DS,Sports,0.3,0.54,0.0,0.11,0.96,False
3974,Shinobi,Sega,2002-11-10,PS2,Platform,0.36,0.28,0.22,0.09,0.96,True
3975,Shinobi,Sega,2011-11-15,PS2,Platform,0.36,0.28,0.22,0.09,0.96,True
3976,Shinobi,Sega,1991-06-09,PS2,Platform,0.36,0.28,0.22,0.09,0.96,True
3977,Shinobi,Asmik Ace Entertainment,1989-12-08,PS2,Platform,0.36,0.28,0.22,0.09,0.96,True
3978,Shinobi,Sega,1988-01-01,PS2,Platform,0.36,0.28,0.22,0.09,0.96,True
3979,Shinobi,Tengen,1989-01-01,PS2,Platform,0.36,0.28,0.22,0.09,0.96,True
3980,Shinobi,Sega,2009-06-10,PS2,Platform,0.36,0.28,0.22,0.09,0.96,True
3981,Shinobi,Sega,2009-12-07,PS2,Platform,0.36,0.28,0.22,0.09,0.96,True
3982,MLB 16: The Show,Sony Computer Entertainment America,2016-03-29,PS4,Action,0.68,0.0,0.0,0.16,0.84,False
3985,Club Penguin: Game Day!,Disney Interactive Studios,2010-09-21,Wii,Sports,0.56,0.33,0.0,0.08,0.97,False
3986,Scooby-Doo! First Frights,Warner Bros. Interactive,2009-09-22,Wii,Action,0.88,0.05,0.0,0.07,0.99,False
3987,Harvest Moon 3D: A New Beginning,Natsume,2012-11-06,3DS,Action,0.41,0.17,0.29,0.05,0.91,False
3988,Skylanders: Trap Team,Activision,2014-10-05,Wii,Action,0.42,0.54,0.0,0.08,1.05,False
3989,World Championship Poker,Crave Entertainment,2004-11-18,PS2,Misc,0.8,0.03,0.0,0.13,0.95,True
3990,World Championship Poker,Crave Entertainment,2004-11-30,PS2,Misc,0.8,0.03,0.0,0.13,0.95,True
3991,World Championship Poker,Crave Entertainment,2004-11-03,PS2,Misc,0.8,0.03,0.0,0.13,0.95,True
3992,World Championship Poker,Crave Entertainment,2005-08-23,PS2,Misc,0.8,0.03,0.0,0.13,0.95,True
3993,Mega Man Star Force Dragon / Leo / Pegasus,Capcom,2007-08-07,DS,Action,0.39,0.0,0.53,0.03,0.96,False
3996,Kessen,Electronic Arts,2000-11-13,PS2,Strategy,0.27,0.21,0.41,0.07,0.95,True
3997,Driver: San Francisco,Ubisoft,2011-09-06,PS3,Racing,0.24,0.54,0.01,0.18,0.98,False
3998,Driver: San Francisco,Ubisoft,2011-09-27,PS3,Racing,0.24,0.54,0.01,0.18,0.98,False
3999,Wipeout: In The Zone,Activision,2011-06-14,X360,Misc,0.87,0.0,0.0,0.05,0.92,False
4000,NCAA Football 2000,EA Sports,1999-06-30,PS,Sports,0.53,0.36,0.0,0.06,0.95,False
4002,Lego Batman 3: Beyond Gotham,Warner Bros. Interactive Entertainment,2014-11-11,X360,Action,0.48,0.38,0.0,0.08,0.95,False
4004,Colin McRae Rally 04,Codemasters,2003-09-19,PS2,Racing,0.01,0.71,0.01,0.21,0.94,True
4005,Colin McRae Rally 04,Codemasters,2004-03-04,PS2,Racing,0.01,0.71,0.01,0.21,0.94,True
4006,Colin McRae Rally 04,Codemasters,2004-04-02,PS2,Racing,0.01,0.71,0.01,0.21,0.94,True
4007,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,Midway Games,1996-12-31,PS,Misc,0.52,0.36,0.0,0.06,0.94,False
4008,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,Midway Games,1997-07-14,PS,Misc,0.52,0.36,0.0,0.06,0.94,False
4009,Castlevania: Lament of Innocence,Konami,2003-10-21,PS2,Action,0.46,0.36,0.0,0.12,0.94,True
4010,Final Fantasy I & II: Dawn of Souls,Nintendo,2004-11-29,GBA,Role-Playing,0.64,0.24,0.29,0.02,1.19,False
4011,Zombie Army Trilogy,Rebellion Developments,2015-03-06,PS4,Shooter,0.04,0.12,0.0,0.03,0.2,False
4012,Zombie Army Trilogy,Rebellion Developments,2020-03-31,PS4,Shooter,0.04,0.12,0.0,0.03,0.2,False
4013,Tony Hawk: RIDE,Activision,2009-11-17,Wii,Sports,0.7,0.17,0.0,0.08,0.95,False
4014,SaGa Frontier 2,Square EA,2000-01-31,PS,Role-Playing,0.1,0.07,0.71,0.06,0.94,False
4015,SaGa Frontier 2,Square Enix,2008-12-10,PS,Role-Playing,0.1,0.07,0.71,0.06,0.94,False
4016,NCAA Football 10,EA Sports,2009-07-14,X360,Sports,0.87,0.0,0.0,0.07,0.94,False
4017,NCAA Football 10,Electronic Arts,2009-09-30,X360,Sports,0.87,0.0,0.0,0.07,0.94,False
4020,NHL 2003,EA Sports,2002-09-30,PS2,Sports,0.46,0.36,0.0,0.12,0.93,True
4021,NHL 2003,EA Sports,2002-10-09,PS2,Sports,0.46,0.36,0.0,0.12,0.93,True
4022,MLB 12: The Show,Sony Computer Entertainment America,2012-03-06,PS3,Sports,0.86,0.0,0.0,0.06,0.92,False
4023,Kingdom Hearts Re:coded,Square Enix,2011-01-11,DS,Role-Playing,0.56,0.1,0.27,0.05,0.98,False
4024,Monster High: Ghoul Spirit,THQ,2011-10-25,DS,Misc,0.72,0.17,0.0,0.07,0.96,False
4025,Castlevania II: Simon's Quest,Konami,1988-11-01,NES,Platform,0.45,0.06,0.42,0.0,0.93,False
4026,Castlevania II: Simon's Quest,Konami,2007-10-29,NES,Platform,0.45,0.06,0.42,0.0,0.93,False
4027,Mega Man 4,Capcom,1992-01-01,NES,Platform,0.51,0.09,0.32,0.01,0.93,False
4028,Mega Man 4,Capcom,2010-04-19,NES,Platform,0.51,0.09,0.32,0.01,0.93,False
4029,Build-A-Bear Workshop,Game Factory,2007-11-05,DS,Simulation,0.85,0.01,0.0,0.07,0.93,False
4033,Operation Flashpoint: Dragon Rising,Codemasters,2009-10-06,X360,Shooter,0.36,0.45,0.02,0.1,0.93,False
4034,The Talos Principle,Devolver Digital,2014-12-11,PS4,Puzzle,0.0,0.02,0.0,0.0,0.02,False
4035,The Talos Principle,Nighthawk Interactive,2015-10-13,PS4,Puzzle,0.0,0.02,0.0,0.0,0.02,False
4036,The Talos Principle,Devolver Digital,2015-05-28,PS4,Puzzle,0.0,0.02,0.0,0.0,0.02,False
4037,The Talos Principle,Devolver Digital,2018-08-31,PS4,Puzzle,0.0,0.02,0.0,0.0,0.02,False
4038,SnoCross Championship Racing,Crave Entertainment,2000-08-22,PS,Racing,0.52,0.35,0.0,0.06,0.93,False
4039,Phoenix Wright: Ace Attorney,Capcom,2005-10-12,DS,Adventure,0.49,0.07,0.39,0.05,0.99,False
4040,Phoenix Wright: Ace Attorney,Capcom,2010-01-11,DS,Adventure,0.49,0.07,0.39,0.05,0.99,False
4041,NCAA Football 11,EA Sports,2010-07-13,X360,Sports,0.86,0.0,0.0,0.06,0.92,False
4042,Top Gun: Combat Zones,Titus,2001-10-21,PS2,Simulation,0.45,0.35,0.0,0.12,0.92,True
4043,Top Gun: Combat Zones,Titus,2002-10-24,PS2,Simulation,0.45,0.35,0.0,0.12,0.92,True
4044,Top Gun: Combat Zones,Mastiff,2004-12-01,PS2,Simulation,0.45,0.35,0.0,0.12,0.92,True
4045,Top Gun: Combat Zones,Titus,2003-03-08,PS2,Simulation,0.45,0.35,0.0,0.12,0.92,True
4046,007: The World is not Enough,Electronic Arts,2000-11-06,N64,Action,1.13,0.38,0.02,0.03,1.55,False
4047,007: The World is not Enough,Electronic Arts,2001-09-11,N64,Action,1.13,0.38,0.02,0.03,1.55,False
4048,NHL 98,EA Sports,1997-08-31,PS,Sports,0.51,0.35,0.0,0.06,0.92,False
4049,NHL 98,EA Sports,1997-12-01,PS,Sports,0.51,0.35,0.0,0.06,0.92,False
4050,NHL 98,EA Sports,1997-01-01,PS,Sports,0.51,0.35,0.0,0.06,0.92,False
4051,NHL 98,EA Sports,1997-09-30,PS,Sports,0.51,0.35,0.0,0.06,0.92,False
4052,Nickelodeon Fit,2K Play,2010-11-08,Wii,Sports,0.78,0.09,0.0,0.06,0.93,False
4053,Space Jam,Acclaim Entertainment,1996-10-31,PS,Sports,0.51,0.35,0.0,0.06,0.92,False
4054,Space Jam,Acclaim Entertainment,1996-01-01,PS,Sports,0.51,0.35,0.0,0.06,0.92,False
4055,Space Jam,Acclaim Entertainment,1997-01-07,PS,Sports,0.51,0.35,0.0,0.06,0.92,False
4056,SpongeBob SquarePants: The Yellow Avenger,THQ,2006-03-06,PSP,Action,0.55,0.21,0.0,0.16,0.92,False
4057,SpongeBob SquarePants: The Yellow Avenger,THQ,2005-11-07,PSP,Action,0.55,0.21,0.0,0.16,0.92,False
4058,SpongeBob SquarePants: The Yellow Avenger,THQ,2009-09-30,PSP,Action,0.55,0.21,0.0,0.16,0.92,False
4059,Balloon Fight,Nintendo,1986-06-01,NES,Platform,0.39,0.09,0.43,0.01,0.92,False
4060,Balloon Fight,Nintendo,2007-07-16,NES,Platform,0.39,0.09,0.43,0.01,0.92,False
4061,Balloon Fight,Nintendo,2016-04-26,NES,Platform,0.39,0.09,0.43,0.01,0.92,False
4062,Xenoblade Chronicles,Nintendo,2012-04-06,Wii,Role-Playing,0.49,0.26,0.16,0.08,0.98,False
4063,Xenoblade Chronicles,Nintendo,2015-04-10,Wii,Role-Playing,0.49,0.26,0.16,0.08,0.98,False
4064,Crysis 3,Electronic Arts,2013-02-19,X360,Shooter,0.51,0.33,0.01,0.08,0.92,False
4065,Killzone: Mercenary,Sony Computer Entertainment America,2013-09-10,PSV,Shooter,0.25,0.49,0.04,0.22,1.0,False
4066,Farming Simulator 2015,Focus Home Interactive,2014-09-30,PC,Simulation,0.08,1.02,0.0,0.13,1.23,False
4067,Farming Simulator 2015,Focus Home Interactive,2015-05-19,PC,Simulation,0.08,1.02,0.0,0.13,1.23,False
4068,Farming Simulator 2015,Focus Home Interactive,2015-04-01,PC,Simulation,0.08,1.02,0.0,0.13,1.23,False
4069,Starsky & Hutch,Gotham Games,2003-09-09,PS2,Racing,0.45,0.35,0.0,0.12,0.92,True
4070,Starsky & Hutch,BAM! Entertainment,2004-08-24,PS2,Racing,0.45,0.35,0.0,0.12,0.92,True
4071,Starsky & Hutch,BAM! Entertainment,2003-09-12,PS2,Racing,0.45,0.35,0.0,0.12,0.92,True
4072,Starsky & Hutch,Gotham Games,2003-09-10,PS2,Racing,0.45,0.35,0.0,0.12,0.92,True
4074,Blue Dragon,Microsoft Game Studios,2007-08-28,X360,Role-Playing,0.3,0.33,0.21,0.08,0.92,False
4075,EA Sports Grand Slam Tennis,EA Sports,2009-06-08,Wii,Sports,0.29,0.52,0.02,0.11,0.93,False
4076,Dynasty Warriors 7,Tecmo Koei,2011-03-29,PS3,Action,0.25,0.14,0.46,0.06,0.92,False
4077,Dynasty Warriors 7,Tecmo Koei,2011-03-22,PS3,Action,0.25,0.14,0.46,0.06,0.92,False
4078,Street Hoops,Activision,2002-08-12,PS2,Sports,0.45,0.35,0.0,0.12,0.91,True
4079,Street Hoops,Activision,2002-11-28,PS2,Sports,0.45,0.35,0.0,0.12,0.91,True
4080,Knockout Kings 2002,EA Sports,2002-03-04,PS2,Sports,0.45,0.35,0.0,0.12,0.91,True
4081,Tom Clancy's EndWar,Ubisoft,2008-11-04,X360,Strategy,0.58,0.24,0.01,0.09,0.91,False
4082,Tom Clancy's EndWar,Ubisoft,2009-02-24,X360,Strategy,0.58,0.24,0.01,0.09,0.91,False
4083,Tom Clancy's EndWar,Ubisoft,2009-09-30,X360,Strategy,0.58,0.24,0.01,0.09,0.91,False
4084,Tom Clancy's EndWar,Ubisoft,2010-05-11,X360,Strategy,0.58,0.24,0.01,0.09,0.91,False
4085,Tokyo Xtreme Racer 3,Crave Entertainment,2003-11-18,PS2,Racing,0.35,0.27,0.21,0.09,0.91,True
4086,Sonic Riders: Zero Gravity,Sega,2008-01-08,Wii,Racing,0.5,0.32,0.02,0.1,0.93,False
4087,Colin McRae Rally 2.0,Codemasters,2000-12-05,PS,Racing,0.02,0.8,0.02,0.07,0.91,False
4088,Colin McRae Rally 2.0,Codemasters,2002-09-16,PS,Racing,0.02,0.8,0.02,0.07,0.91,False
4089,Colin McRae Rally 2.0,Codemasters,2001-02-14,PS,Racing,0.02,0.8,0.02,0.07,0.91,False
4090,Glover,Hasbro Interactive,1998-10-31,N64,Platform,0.72,0.17,0.0,0.01,0.91,False
4091,Glover,Atari,1999-11-30,N64,Platform,0.72,0.17,0.0,0.01,0.91,False
4092,Glover,Hasbro Interactive,1998-10-26,N64,Platform,0.72,0.17,0.0,0.01,0.91,False
4093,AMF Bowling Pinbusters!,Mud Duck Productions,2007-11-20,Wii,Sports,0.85,0.0,0.0,0.07,0.91,False
4094,AMF Bowling Pinbusters!,Vir2L Studios,2008-07-07,Wii,Sports,0.85,0.0,0.0,0.07,0.91,False
4095,Super Momotarou Dentetsu III,Hudson Soft,1994-12-09,SNES,Simulation,0.0,0.0,0.91,0.0,0.91,False
4096,Super Momotarou Dentetsu III,Hudson Soft,1995-12-15,SNES,Simulation,0.0,0.0,0.91,0.0,0.91,False
4097,Tiger Woods PGA Tour 2002,EA Sports,2002-02-24,PS2,Sports,0.44,0.35,0.0,0.12,0.9,True
4098,Lost Odyssey,Microsoft Game Studios,2008-02-12,X360,Role-Playing,0.45,0.27,0.11,0.09,0.92,False
4099,Marvel: Ultimate Alliance 2,Activision,2009-09-15,X360,Role-Playing,0.68,0.15,0.0,0.08,0.91,False
4100,Mini-Yonku Shining Scorpion: Let's & Go!!,ASCII Entertainment,1996-12-20,SNES,Racing,0.0,0.0,0.9,0.0,0.9,False
4102,Burnout Revenge,Electronic Arts,2005-09-13,PS2,Racing,0.75,0.03,0.0,0.12,0.9,True
4103,Burnout Revenge,Electronic Arts,2006-03-07,PS2,Racing,0.75,0.03,0.0,0.12,0.9,True
4104,Burnout Revenge,Electronic Arts,2009-08-25,PS2,Racing,0.75,0.03,0.0,0.12,0.9,True
4108,The Biggest Loser: Ultimate Workout,THQ,2010-11-02,X360,Sports,0.73,0.1,0.0,0.06,0.9,False
4109,3Xtreme,989 Studios,1999-03-31,PS,Action,0.5,0.34,0.0,0.06,0.9,False
4111,Hot Shots Tennis,Sony Interactive Entertainment,2016-09-13,PS2,Sports,0.17,0.13,0.55,0.05,0.9,True
4114,Call of Juarez: Bound in Blood,Ubisoft,2009-06-30,PS3,Shooter,0.35,0.38,0.01,0.16,0.89,False
4115,Dragon Quest Monsters: Terry's Wonderland 3D,Square Enix,2012-05-31,3DS,Role-Playing,0.0,0.0,0.96,0.0,0.96,False
4116,RalliSport Challenge,Microsoft,2002-03-04,XB,Racing,0.39,0.16,0.0,0.02,0.57,False
4117,RalliSport Challenge,Microsoft Game Studios,2002-11-06,XB,Racing,0.39,0.16,0.0,0.02,0.57,False
4118,Spider-Man 3,Activision,2007-05-04,PS2,Platform,0.74,0.03,0.01,0.12,0.9,True
4119,Spider-Man 3,Activision,2007-10-16,PS2,Platform,0.74,0.03,0.01,0.12,0.9,True
4120,Harry Potter: Quidditch World Cup,Electronic Arts,2003-10-28,PS2,Sports,0.44,0.34,0.0,0.11,0.9,True
4124,Blitz: The League,Midway Games,2005-10-17,PS2,Sports,0.74,0.03,0.0,0.12,0.89,True
4125,Blitz: The League,Midway Games,2006-11-13,PS2,Sports,0.74,0.03,0.0,0.12,0.89,True
4126,TouchMaster 2,Midway Games,2008-10-21,DS,Puzzle,0.3,0.49,0.0,0.1,0.9,False
4127,Tiger Woods PGA Tour 06,EA Sports,2005-09-20,PS2,Sports,0.74,0.03,0.0,0.12,0.89,True
4128,Tiger Woods PGA Tour 06,EA Sports,2005-11-16,PS2,Sports,0.74,0.03,0.0,0.12,0.89,True
4129,Tiger Woods PGA Tour 06,EA Sports,2005-09-26,PS2,Sports,0.74,0.03,0.0,0.12,0.89,True
4130,Classic NES Series: The Legend of Zelda,Nintendo,2004-06-02,GBA,Adventure,0.46,0.17,0.24,0.02,0.89,False
4131,Fire Emblem: The Sacred Stones,Nintendo,2005-05-23,GBA,Strategy,0.42,0.16,0.3,0.02,0.89,False
4132,Tiger Woods PGA Tour 12: The Masters,EA Sports,2011-03-29,PS3,Sports,0.52,0.26,0.0,0.12,0.9,False
4133,Tiger Woods PGA Tour 12: The Masters,EA Sports,2011-09-06,PS3,Sports,0.52,0.26,0.0,0.12,0.9,False
4134,Dissidia 012: Duodecim Final Fantasy,Square Enix,2011-03-22,PSP,Fighting,0.21,0.13,0.46,0.08,0.89,False
4135,NFL 2K2,Sega,2001-11-19,PS2,Sports,0.44,0.34,0.0,0.11,0.89,True
4136,NFL 2K2,Sega,2002-01-09,PS2,Sports,0.44,0.34,0.0,0.11,0.89,True
4137,NFL 2K2,Sega,2001-09-19,PS2,Sports,0.44,0.34,0.0,0.11,0.89,True
4138,CSI: Hard Evidence,Ubisoft,2008-01-15,Wii,Adventure,0.36,0.43,0.0,0.1,0.89,False
4139,CSI: Hard Evidence,Ubisoft,2007-09-26,Wii,Adventure,0.36,0.43,0.0,0.1,0.89,False
4140,CSI: Hard Evidence,Ubisoft,2007-09-25,Wii,Adventure,0.36,0.43,0.0,0.1,0.89,False
4141,The Tomb Raider Trilogy,Square Enix,2011-03-22,PS3,Action,0.27,0.5,0.0,0.17,0.94,False
4142,Fossil Fighters,Nintendo,2009-08-10,DS,Role-Playing,0.84,0.0,0.0,0.06,0.9,False
4143,FIFA Soccer 09 All-Play,Electronic Arts,2008-10-28,Wii,Sports,0.29,0.52,0.0,0.09,0.9,False
4144,Samba De Amigo,Sega,2008-09-23,Wii,Misc,0.42,0.37,0.01,0.1,0.9,False
4145,Samba De Amigo,Sega,2000-10-16,Wii,Misc,0.42,0.37,0.01,0.1,0.9,False
4147,Duke Nukem Forever,2K Games,2011-06-14,X360,Shooter,0.52,0.25,0.0,0.07,0.84,False
4149,Seiken Densetsu 3,Square,1995-09-30,SNES,Role-Playing,0.0,0.0,0.89,0.0,0.89,False
4150,Mega Man 8 Anniversary Collector's Edition,Capcom,1997-02-28,PS,Platform,0.44,0.3,0.09,0.06,0.88,False
4152,Tales of the Abyss,Namco Bandai Games,2006-10-10,3DS,Role-Playing,0.42,0.19,0.14,0.06,0.82,False
4153,Tales of the Abyss,Namco,2006-10-10,3DS,Role-Playing,0.42,0.19,0.14,0.06,0.82,False
4154,Tales of the Abyss,Namco Bandai,2012-02-14,3DS,Role-Playing,0.42,0.19,0.14,0.06,0.82,False
4155,The Lord of the Rings: War in the North,Warner Bros. Interactive,2011-11-01,PS3,Action,0.25,0.45,0.01,0.15,0.86,False
4156,The Lord of the Rings: War in the North,Warner Bros. Interactive,2011-11-01,X360,Action,0.52,0.26,0.0,0.08,0.86,False
4158,NBA 2K6,2K Sports,2005-09-26,PS2,Action,0.43,0.34,0.0,0.11,0.88,True
4159,NBA 2K6,2K Sports,2005-11-16,PS2,Action,0.43,0.34,0.0,0.11,0.88,True
4160,Sonic Chronicles: The Dark Brotherhood,Sega,2008-09-30,DS,Role-Playing,0.51,0.29,0.01,0.09,0.89,False
4162,Star Wars: Rebel Assault II - The Hidden Empire,LucasArts,1996-11-30,PS,Shooter,0.49,0.33,0.0,0.06,0.88,False
4163,F1 2009,Codemasters,2009-11-17,Wii,Racing,0.15,0.63,0.0,0.11,0.89,False
